year,name,total_units,units_1,units_2,units_3_4,units_5_more,structures_units_5_more,note
2008,"Hartford-West Hartford-East Hartford, CT",1691,1098,76,12,505,52,NA
2008,"Hattiesburg, MS",748,231,44,24,449,26,NA
2008,"Hickory-Lenoir-Morganton, NC",926,898,10,0,18,2,NA
2008,"Hinesville-Fort Stewart, GA",222,222,0,0,0,0,NA
2008,"Holland-Grand Haven, MI",671,460,2,12,197,14,NA
2008,"Honolulu, HI",1438,780,2,21,635,38,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Hot Springs, AR",54,54,0,0,0,0,NA
2008,"Houma-Bayou Cane-Thibodaux, LA",865,575,22,4,264,15,NA
2008,"Houston-Sugar Land-Baytown, TX",42728,28192,210,161,14165,592,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Huntington-Ashland, WV-KY-OH",343,145,40,13,145,6,NA
2008,"Huntsville, AL",3164,2425,0,0,739,48,NA
2008,"Idaho Falls, ID",518,463,4,4,47,1,NA
2008,"Indianapolis-Carmel, IN",6982,4390,64,107,2421,149,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Iowa City, IA",834,621,18,4,191,13,NA
2008,"Ithaca, NY",231,122,6,0,103,7,NA
2008,"Jackson, MI",230,104,8,0,118,6,NA
2008,"Jackson, MS",2125,2075,2,16,32,3,NA
2008,"Jackson, TN",397,337,0,32,28,5,NA
2008,"Jacksonville, FL",6963,5149,104,7,1703,82,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Jacksonville, NC",1236,1122,20,19,75,6,NA
2008,"Janesville, WI",255,222,14,3,16,3,NA
2008,"Jefferson City, MO",231,202,6,23,0,0,NA
2008,"Johnson City, TN",1053,598,12,7,436,22,NA
2008,"Johnstown, PA",264,115,0,0,149,1,NA
2008,"Jonesboro, AR",591,576,0,15,0,0,NA
2008,"Joplin, MO",267,212,30,20,5,1,NA
2008,"Kalamazoo-Portage, MI",627,454,6,3,164,10,NA
2008,"Kankakee-Bradley, IL",194,168,10,8,8,1,NA
2008,"Kansas City, MO-KS",5300,2610,154,451,2085,120,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Kennewick-Pasco-Richland, WA",1101,1082,6,3,10,2,NA
2008,"Killeen-Temple-Fort Hood, TX",2403,1814,278,55,256,27,NA
2008,"Kingsport-Bristol-Bristol, TN-VA",699,575,52,28,44,4,NA
2008,"Kingston, NY",518,270,18,0,230,2,NA
2008,"Knoxville, TN",2856,2041,62,20,733,39,NA
2008,"Kokomo, IN",57,57,0,0,0,0,NA
2008,"La Crosse, WI-MN",382,301,10,7,64,6,NA
2008,"Lafayette, IN",660,537,0,0,123,11,NA
2008,"Lafayette, LA",1092,829,4,0,259,25,NA
2008,"Lake Charles, LA",963,840,40,4,79,6,NA
2008,"Lake Havasu City-Kingman, AZ",556,455,22,35,44,5,NA
2008,"Lakeland-Winter Haven, FL",3249,2268,28,11,942,35,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Lancaster, PA",1484,1170,8,30,276,25,NA
2008,"Lansing-East Lansing, MI",383,264,0,0,119,20,NA
2008,"Laredo, TX",1087,668,10,62,347,12,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Las Cruces, NM",985,947,6,16,16,1,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Las Vegas-Paradise, NV",12537,5840,38,200,6459,279,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Lawrence, KS",744,182,10,4,548,24,NA
2008,"Lawton, OK",254,230,8,0,16,1,NA
2008,"Lebanon, PA",396,396,0,0,0,0,NA
2008,"Lewiston, ID-WA",129,110,14,0,5,1,NA
2008,"Lewiston-Auburn, ME",219,186,10,0,23,4,NA
2008,"Lexington-Fayette, KY",2819,1392,18,129,1280,42,NA
2008,"Lima, OH",110,96,10,4,0,0,NA
2008,"Lincoln, NE",823,676,60,4,83,6,NA
2008,"Little Rock-North Little Rock, AR",2835,1842,62,78,853,68,NA
2008,"Logan, UT-ID",593,468,0,17,108,14,NA
2008,"Longview, TX",275,214,0,8,53,5,NA
2008,"Longview, WA",276,268,4,4,0,0,NA
2008,"Los Angeles-Long Beach-Santa Ana, CA",15045,4579,586,235,9645,340,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Louisville-Jefferson County, KY-IN",3691,2561,56,16,1058,54,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Lubbock, TX",1502,985,18,8,491,6,NA
2008,"Lynchburg, VA",906,894,8,4,0,0,NA
2008,"Macon, GA",894,578,12,0,304,8,NA
2008,"Madera-Chowchilla, CA",240,233,4,3,0,0,NA
2008,"Madison, WI",1906,802,72,80,952,33,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Manchester-Nashua, NH",690,409,22,0,259,11,NA
2008,"Mansfield, OH",110,84,26,0,0,0,NA
2008,"McAllen-Edinburg-Mission, TX",3694,3137,80,339,138,9,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Medford, OR",449,370,16,4,59,10,NA
2008,"Memphis, TN-MS-AR",3106,2335,100,26,645,8,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Merced, CA",349,244,0,0,105,7,NA
2008,"Miami-Fort Lauderdale-Pompano Beach, FL",7821,3272,156,197,4196,157,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Michigan City-La Porte, IN",180,174,0,6,0,0,NA
2008,"Midland, TX",483,483,0,0,0,0,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Milwaukee-Waukesha-West Allis, WI",2425,1215,58,51,1101,29,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Minneapolis-St. Paul-Bloomington, MN-WI",5781,4161,36,87,1497,45,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Missoula, MT",439,323,22,3,91,4,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Mobile, AL",2416,1434,10,0,972,59,NA
2008,"Modesto, CA",481,460,2,3,16,2,NA
2008,"Monroe, LA",311,297,10,4,0,0,NA
2008,"Monroe, MI",114,114,0,0,0,0,NA
2008,"Montgomery, AL",649,641,0,0,8,1,NA
2008,"Morgantown, WV",264,34,0,3,227,13,NA
2008,"Morristown, TN",345,307,20,18,0,0,NA
2008,"Mount Vernon-Anacortes, WA",438,397,12,4,25,3,NA
2008,"Muncie, IN",75,71,4,0,0,0,NA
2008,"Muskegon-Norton Shores, MI",208,189,10,0,9,1,NA
2008,Myrtle Beach-North Myrtle Beach-Conwa SC,2997,1867,2,0,1128,52,NA
2008,"Napa, CA",230,216,4,3,7,1,NA
2008,"Naples-Marco Island, FL",951,652,2,112,185,22,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Nashville-Davidson--Murfreesboro, TN",8188,5669,54,6,2459,103,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"New Haven-Milford, CT",920,615,8,12,285,19,NA
2008,"New Orleans-Metairie-Kenner, LA",4789,2756,278,372,1383,85,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,New York-Northern New Jersey-Long Isl NY-NJ-PA,51590,8793,2094,1506,39197,1335,NA
2008,"Niles-Benton Harbor, MI",281,227,6,0,48,4,NA
2008,"Norwich-New London, CT",363,308,28,3,24,1,NA
2008,"Ocala, FL",1139,1119,20,0,0,0,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Ocean City, NJ",485,379,62,10,34,5,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Odessa, TX",716,254,2,0,460,20,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Ogden-Clearfield, UT",1980,1486,4,37,453,21,NA
2008,"Oklahoma City, OK",4099,3742,62,74,221,17,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Olympia, WA",1361,1212,30,0,119,11,NA
2008,"Omaha-Council Bluffs, NE-IA",4521,3151,32,27,1311,32,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Orlando-Kissimmee, FL",10233,5280,24,85,4844,154,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Oshkosh-Neenah, WI",638,414,24,12,188,9,NA
2008,"Owensboro, KY",308,214,8,20,66,7,NA
2008,"Oxnard-Thousand Oaks-Ventura, CA",893,374,10,113,396,27,NA
2008,"Palm Bay-Melbourne-Titusville, FL",1625,1253,2,14,356,38,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Palm Coast, FL",648,255,14,0,379,11,NA
2008,Panama City-Lynn Haven-Panama City Be FL,918,410,12,16,480,20,NA
2008,"Parkersburg-Marietta-Vienna, WV-OH",206,146,4,3,53,7,NA
2008,"Pascagoula, MS",1029,484,0,30,515,32,NA
2008,"Pensacola-Ferry Pass-Brent, FL",1290,1090,46,0,154,3,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Peoria, IL",994,790,20,11,173,4,NA
2008,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",10570,7269,166,110,3025,149,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Phoenix-Mesa-Scottsdale, AZ",18533,12657,142,321,5413,181,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Pine Bluff, AR",131,61,6,0,64,5,NA
2008,"Pittsburgh, PA",3774,3383,54,57,280,31,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Pittsfield, MA",315,156,0,4,155,16,NA
2008,"Pocatello, ID",231,223,4,4,0,0,NA
2008,"Port St. Lucie, FL",1253,858,2,38,355,26,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Portland-South Portland-Biddeford, ME",1259,1114,46,15,84,4,NA
2008,"Portland-Vancouver-Beaverton, OR-WA NA",7408,4285,104,87,2932,113,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Poughkeepsie-Newburgh-Middletown, NY",1921,980,12,33,896,67,NA
2008,"Prescott, AZ",787,604,4,3,176,8,NA
2008,"Providence-New Bedford-Fall River, RI-MA",1598,1368,96,46,88,8,NA
2008,"Provo-Orem, UT",1325,1067,12,40,206,17,NA
2008,"Pueblo, CO",416,379,12,0,25,5,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Punta Gorda, FL",433,312,22,68,31,1,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Racine, WI",277,271,6,0,0,0,NA
2008,"Raleigh-Cary, NC",11397,6572,30,3,4792,162,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Rapid City, SD",477,459,2,4,12,2,NA
2008,"Reading, PA",659,614,2,4,39,6,NA
2008,"Redding, CA",530,358,0,16,156,7,NA
2008,"Reno-Sparks, NV",1924,938,8,8,970,70,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Richmond, VA",4982,3951,16,57,958,50,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Riverside-San Bernardino-Ontario, CA",8946,5796,60,157,2933,195,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Roanoke, VA",858,774,2,20,62,10,NA
2008,"Rochester, MN",631,469,6,4,152,5,NA
2008,"Rochester, NY",1898,1444,24,110,320,31,NA
2008,"Rockford, IL",465,358,26,76,5,1,NA
2008,"Rocky Mount, NC",367,363,4,0,0,0,NA
2008,"Rome, GA",224,180,10,4,30,1,NA
2008,"Sacramento--Arden-Arcade--Roseville, CA",5511,3952,12,22,1525,62,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Saginaw-Saginaw Township North, MI",144,142,2,0,0,0,NA
2008,"Salem, OR",1055,645,32,14,364,35,NA
2008,"Salinas, CA",456,236,8,65,147,12,NA
2008,"Salisbury, MD",392,252,4,0,136,12,NA
2008,"Salt Lake City, UT",4070,1806,34,87,2143,114,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"San Angelo, TX",259,259,0,0,0,0,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"San Antonio, TX",10574,6010,86,101,4377,209,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"San Diego-Carlsbad-San Marcos, CA",5357,2361,76,92,2828,98,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"San Francisco-Oakland-Fremont, CA",7555,2359,88,88,5020,136,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"San Jose-Sunnyvale-Santa Clara, CA",3490,958,50,49,2433,99,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"San Luis Obispo-Paso Robles, CA",674,518,20,6,130,17,NA
2008,"Sandusky, OH",55,55,0,0,0,0,NA
2008,"Santa Barbara-Santa Maria, CA",405,222,10,3,170,14,NA
2008,"Santa Cruz-Watsonville, CA",317,215,6,3,93,6,NA
2008,"Santa Fe, NM",140,140,0,0,0,0,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Santa Rosa-Petaluma, CA",612,544,18,22,28,3,NA
2008,"Savannah, GA",2103,1560,0,93,450,25,NA
2008,"Scranton--Wilkes-Barre, PA",700,657,10,4,29,4,NA
2008,"Seattle-Tacoma-Bellevue, WA",15512,6674,918,849,7071,168,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Sebastian-Vero Beach, FL",659,619,0,4,36,6,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Sheboygan, WI",203,115,20,12,56,7,NA
2008,"Sherman-Denison, TX",203,185,18,0,0,0,NA
2008,"Shreveport-Bossier City, LA",1442,975,4,0,463,24,NA
2008,"Sioux City, IA-NE-SD",173,167,6,0,0,0,NA
2008,"Sioux Falls, SD",1866,940,84,143,699,43,NA
2008,"South Bend-Mishawaka, IN-MI",830,400,0,23,407,13,NA
2008,"Spartanburg, SC",1077,1077,0,0,0,0,NA
2008,"Spokane, WA",2406,1173,94,40,1099,74,NA
2008,"Springfield, IL",605,284,72,16,233,6,NA
2008,"Springfield, MA",819,591,42,19,167,6,NA
2008,"Springfield, MO",2193,990,162,16,1025,39,NA
2008,"Springfield, OH",104,74,2,28,0,0,NA
2008,"St. Cloud, MN",629,376,8,31,214,6,NA
2008,"St. George, UT",728,687,2,0,39,6,NA
2008,"St. Joseph, MO-KS",103,93,10,0,0,0,NA
2008,"St. Louis, MO-IL",5735,4656,98,244,737,49,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"State College, PA",456,375,4,0,77,5,NA
2008,"Stockton, CA",819,765,0,12,42,7,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Sumter, SC",299,296,0,3,0,0,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Syracuse, NY",1131,917,16,20,178,8,NA
2008,"Tallahassee, FL",1171,894,48,4,225,6,NA
2008,"Tampa-St. Petersburg-Clearwater, FL NA",9613,5093,88,156,4276,164,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Terre Haute, IN",205,127,12,6,60,7,NA
2008,"Texarkana, TX-Texarkana, AR",153,123,30,0,0,0,NA
2008,"Toledo, OH",1157,720,40,36,361,18,NA
2008,"Topeka, KS",565,462,2,17,84,7,NA
2008,"Trenton-Ewing, NJ",625,325,2,6,292,8,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Tucson, AZ",3221,2743,46,9,423,21,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Tulsa, OK",3988,2868,84,4,1032,49,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Tuscaloosa, AL",1254,527,6,0,721,38,NA
2008,"Tyler, TX",347,258,0,23,66,12,NA
2008,"Utica-Rome, NY",343,315,4,8,16,2,NA
2008,"Valdosta, GA",846,702,12,0,132,12,NA
2008,"Vallejo-Fairfield, CA",565,326,0,4,235,8,NA
2008,"Victoria, TX",145,145,0,0,0,0,NA
2008,"Vineland-Millville-Bridgeton, NJ",336,331,0,0,5,1,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Virginia Beach-Norfolk-Newport News, VA-NC",5149,3338,60,32,1719,71,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Visalia-Porterville, CA",1487,1275,10,8,194,21,NA
2008,"Waco, TX",858,551,8,35,264,10,NA
2008,"Warner Robins, GA",917,691,8,16,202,12,NA
2008,"Washington-Arlington-Alexandria, DC-VA-MD-WV",13732,9321,116,50,4245,107,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Waterloo-Cedar Falls, IA",350,338,8,4,0,0,NA
2008,"Wausau, WI",568,272,16,0,280,20,NA
2008,"Weirton-Steubenville, WV-OH",82,82,0,0,0,0,NA
2008,"Wenatchee-East Wenatchee, WA",489,440,10,20,19,2,NA
2008,"Wheeling, WV-OH",36,36,0,0,0,0,NA
2008,"Wichita Falls, TX",162,158,4,0,0,0,NA
2008,"Wichita, KS",2549,1844,54,36,615,32,NA
2008,"Williamsport, PA",194,122,2,12,58,5,NA
2008,"Wilmington, NC",3662,2971,20,12,659,40,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Winchester, VA-WV",431,431,0,0,0,0,NA
2008,"Winston-Salem, NC",2078,1889,10,8,171,8,NA
2008,"Worcester, MA",909,803,28,10,68,3,NA
2008,"Yakima, WA",760,617,6,0,137,8,NA
2008,"York-Hanover, PA",1400,1320,2,8,70,5,NA
2008,"Youngstown-Warren-Boardman, OH-PA",531,356,6,23,146,21,NA
2008,"Yuba City, CA",261,199,2,0,60,7,NA
2008,"Yuma, AZ",827,786,8,0,33,5,NA
